0.000000 0.9987 0.0220 0.9966
0.010000 0.9987 0.0220 0.9966
0.020000 0.9987 0.0220 0.9966
0.030000 0.9987 0.0220 0.9966
0.040000 0.9987 0.0220 0.9966
0.050000 0.9987 0.0220 0.9966
0.060000 0.9987 0.0220 0.9966
0.070000 0.9987 0.0220 0.9966
0.080000 0.9987 0.0220 0.9966
0.090000 0.9987 0.0220 0.9966
0.100000 0.9987 0.0220 0.9966
0.110000 0.9987 0.0220 0.9966
0.120000 0.9987 0.0220 0.9966
0.130000 0.9987 0.0220 0.9966
0.140000 0.9987 0.0220 0.9966
0.150000 0.9985 0.0220 0.9960
0.160000 0.9961 0.0203 0.9897
0.170000 0.9960 0.0203 0.9893
0.180000 0.9960 0.0203 0.9893
0.190000 0.9960 0.0203 0.9893
0.200000 0.9960 0.0203 0.9893
0.210000 0.9960 0.0203 0.9893
0.220000 0.9959 0.0203 0.9890
0.230000 0.9958 0.0203 0.9888
0.240000 0.9958 0.0203 0.9888
0.250000 0.9956 0.0203 0.9884
0.260000 0.9953 0.0203 0.9875
0.270000 0.9946 0.0203 0.9857
0.280000 0.9944 0.0203 0.9850
0.290000 0.9925 0.0203 0.9805
0.300000 0.9923 0.0203 0.9801
0.310000 0.9923 0.0203 0.9801
0.320000 0.9907 0.0203 0.9758
0.330000 0.9894 0.0203 0.9725
0.340000 0.9866 0.0203 0.9649
0.350000 0.9855 0.0203 0.9620
0.360000 0.9837 0.0203 0.9570
0.370000 0.9808 0.0203 0.9494
0.380000 0.9788 0.0203 0.9441
0.390000 0.9775 0.0203 0.9409
0.400000 0.9704 0.0203 0.9219
0.410000 0.9647 0.0203 0.9067
0.420000 0.9634 0.0203 0.9031
0.430000 0.9566 0.0203 0.8857
0.440000 0.9507 0.0203 0.8700
0.450000 0.9437 0.0203 0.8519
0.460000 0.9396 0.0203 0.8423
0.470000 0.9370 0.0203 0.8358
0.480000 0.9317 0.0203 0.8217
0.490000 0.9214 0.0203 0.7969
0.500000 0.9090 0.0135 0.7667
0.510000 0.9032 0.0135 0.7521
0.520000 0.9006 0.0135 0.7452
0.530000 0.8999 0.0135 0.7438
0.540000 0.8933 0.0135 0.7275
0.550000 0.8912 0.0135 0.7244
0.560000 0.8749 0.0118 0.6857
0.570000 0.8635 0.0118 0.6577
0.580000 0.8467 0.0101 0.6197
0.590000 0.8434 0.0101 0.6121
0.600000 0.8188 0.0068 0.5494
0.610000 0.7920 0.0068 0.4834
0.620000 0.7233 0.0051 0.3016
0.630000 0.7016 0.0051 0.2445
0.640000 0.6955 0.0051 0.2369
0.650000 0.6917 0.0051 0.2320
0.660000 0.6854 0.0051 0.2237
0.670000 0.6836 0.0051 0.2213
0.680000 0.6803 0.0051 0.2172
0.690000 0.6751 0.0051 0.2112
0.700000 0.6687 0.0051 0.2038
0.710000 0.6603 0.0051 0.1949
0.720000 0.6563 0.0051 0.1911
0.730000 0.6525 0.0051 0.1872
0.740000 0.6462 0.0051 0.1801
0.750000 0.6379 0.0051 0.1716
0.760000 0.6318 0.0051 0.1660
0.770000 0.6248 0.0051 0.1582
0.780000 0.6180 0.0051 0.1519
0.790000 0.6115 0.0051 0.1468
0.800000 0.6024 0.0051 0.1398
0.810000 0.5975 0.0051 0.1351
0.820000 0.5869 0.0051 0.1251
0.830000 0.5804 0.0034 0.1199
0.840000 0.5753 0.0034 0.1159
0.850000 0.5699 0.0034 0.1121
0.860000 0.5603 0.0034 0.1063
0.870000 0.5526 0.0034 0.1018
0.880000 0.5457 0.0034 0.0975
0.890000 0.5384 0.0034 0.0928
0.900000 0.5323 0.0034 0.0895
0.910000 0.5188 0.0034 0.0819
0.920000 0.5071 0.0034 0.0758
0.930000 0.4961 0.0034 0.0700
0.940000 0.4873 0.0034 0.0658
0.950000 0.4655 0.0034 0.0564
0.960000 0.4437 0.0034 0.0479
0.970000 0.4209 0.0034 0.0407
0.980000 0.4055 0.0034 0.0360
0.990000 0.3763 0.0034 0.0286
