0.000000 0.9975 0.0264 0.9949
0.010000 0.9975 0.0264 0.9949
0.020000 0.9975 0.0264 0.9949
0.030000 0.9975 0.0264 0.9949
0.040000 0.9975 0.0264 0.9949
0.050000 0.9975 0.0264 0.9949
0.060000 0.9975 0.0264 0.9949
0.070000 0.9975 0.0264 0.9949
0.080000 0.9975 0.0264 0.9949
0.090000 0.9975 0.0264 0.9949
0.100000 0.9975 0.0264 0.9949
0.110000 0.9975 0.0264 0.9949
0.120000 0.9975 0.0264 0.9949
0.130000 0.9975 0.0264 0.9949
0.140000 0.9975 0.0264 0.9949
0.150000 0.9975 0.0264 0.9949
0.160000 0.9975 0.0264 0.9949
0.170000 0.9967 0.0264 0.9931
0.180000 0.9967 0.0264 0.9931
0.190000 0.9967 0.0264 0.9931
0.200000 0.9967 0.0264 0.9931
0.210000 0.9967 0.0264 0.9931
0.220000 0.9966 0.0264 0.9928
0.230000 0.9966 0.0264 0.9928
0.240000 0.9966 0.0264 0.9928
0.250000 0.9966 0.0264 0.9928
0.260000 0.9966 0.0264 0.9928
0.270000 0.9965 0.0264 0.9926
0.280000 0.9965 0.0264 0.9926
0.290000 0.9965 0.0264 0.9926
0.300000 0.9965 0.0264 0.9926
0.310000 0.9960 0.0264 0.9918
0.320000 0.9956 0.0264 0.9908
0.330000 0.9949 0.0264 0.9892
0.340000 0.9946 0.0264 0.9887
0.350000 0.9939 0.0264 0.9872
0.360000 0.9930 0.0264 0.9851
0.370000 0.9929 0.0264 0.9849
0.380000 0.9904 0.0264 0.9795
0.390000 0.9864 0.0264 0.9708
0.400000 0.9836 0.0264 0.9646
0.410000 0.9801 0.0264 0.9569
0.420000 0.9782 0.0264 0.9528
0.430000 0.9664 0.0264 0.9269
0.440000 0.9583 0.0264 0.9092
0.450000 0.9568 0.0264 0.9059
0.460000 0.9529 0.0264 0.8974
0.470000 0.9431 0.0264 0.8759
0.480000 0.9401 0.0264 0.8692
0.490000 0.9328 0.0264 0.8533
0.500000 0.9140 0.0224 0.8120
0.510000 0.9116 0.0224 0.8069
0.520000 0.9029 0.0224 0.7876
0.530000 0.8833 0.0203 0.7456
0.540000 0.8769 0.0203 0.7322
0.550000 0.8654 0.0203 0.7071
0.560000 0.8388 0.0203 0.6517
0.570000 0.8325 0.0203 0.6399
0.580000 0.8050 0.0203 0.5850
0.590000 0.7960 0.0203 0.5653
0.600000 0.7759 0.0203 0.5219
0.610000 0.7479 0.0163 0.4652
0.620000 0.6985 0.0061 0.3601
0.630000 0.6555 0.0061 0.2731
0.640000 0.6457 0.0061 0.2624
0.650000 0.6407 0.0061 0.2570
0.660000 0.6387 0.0061 0.2549
0.670000 0.6312 0.0041 0.2467
0.680000 0.6172 0.0041 0.2321
0.690000 0.6093 0.0041 0.2236
0.700000 0.6072 0.0041 0.2213
0.710000 0.6042 0.0041 0.2183
0.720000 0.5963 0.0041 0.2101
0.730000 0.5894 0.0041 0.2031
0.740000 0.5833 0.0041 0.1970
0.750000 0.5824 0.0041 0.1962
0.760000 0.5689 0.0041 0.1831
0.770000 0.5610 0.0041 0.1765
0.780000 0.5502 0.0041 0.1659
0.790000 0.5260 0.0041 0.1441
0.800000 0.5213 0.0041 0.1400
0.810000 0.5154 0.0041 0.1344
0.820000 0.5043 0.0041 0.1257
0.830000 0.4964 0.0041 0.1198
0.840000 0.4908 0.0041 0.1149
0.850000 0.4768 0.0041 0.1067
0.860000 0.4672 0.0041 0.1005
0.870000 0.4601 0.0041 0.0962
0.880000 0.4507 0.0041 0.0903
0.890000 0.4453 0.0041 0.0875
0.900000 0.4377 0.0041 0.0828
0.910000 0.4261 0.0041 0.0764
0.920000 0.4144 0.0041 0.0713
0.930000 0.3895 0.0041 0.0608
0.940000 0.3820 0.0041 0.0580
0.950000 0.3638 0.0041 0.0508
0.960000 0.3552 0.0041 0.0477
0.970000 0.3358 0.0020 0.0408
0.980000 0.3109 0.0020 0.0341
0.990000 0.2674 0.0020 0.0246
