user,hashtag,hour
1124455322,1811,394675
1124455322,6396,394675
1124455322,2303,394675
328455885,4447,394675
1871617945,15252,394675
1871617945,10400,394675
1871617945,13306,394675
1871617945,11029,394675
1871617945,16395,394675
1871617945,7240,394675
1871617945,5721,394675
1871617945,12431,394675
1871617945,12421,394675
1871617945,9009,394675
1871617945,12427,394675
556403986,3420,394675
813135277,12872,394675
277853749,11574,394675
277853749,10843,394675
277853749,12668,394675
277853749,11349,394675
277853749,12427,394675
277853749,12717,394675
46586980,4447,394675
46586980,13239,394675
46586980,11882,394675
557980965,13214,394675
557980965,10220,394675
557980965,7378,394675
557980965,16322,394675
1363829726,4447,394675
1270520594,3547,394675
1270520594,8047,394675
330443745,7932,394675
330443745,3422,394675
330443745,3420,394675
330443745,7680,394675
330443745,3511,394675
330443745,869,394675
2726297156,11628,394675
1599451033,4447,394675
2437814045,2627,394675
537242460,6849,394675
2523648123,15845,394675
724386000,3420,394675
724386000,6347,394675
625895231,10220,394675
914452507,14334,394675
2534437180,15596,394675
2534437180,1811,394675
2865823805,4447,394675
962689352,4447,394675
962689352,12230,394675
722068274,12957,394675
722068274,3271,394675
722068274,4447,394675
722068274,3159,394675
1187570605,1811,394675
596773368,5175,394675
283171620,6849,394675
2968071675,15596,394675
2968071675,1811,394675
565912671,1326,394675
1430317854,5170,394675
2968071675,13935,394675
2968071675,17125,394675
79406868,15596,394675
79406868,4100,394675
79406868,2306,394675
330443745,6388,394675
19142166,17154,394675
19142166,11150,394675
247855701,12685,394675
2811356913,7680,394675
2811356913,2861,394675
2811356913,1744,394675
2811356913,3420,394675
1394831300,5172,394675
247855701,869,394675
247855701,11294,394675
391428642,15596,394675
391428642,1811,394675
453219884,4447,394675
453219884,1811,394675
453219884,7708,394675
453219884,6849,394675
1151965891,8016,394675
243241053,6388,394675
243241053,12333,394675
489773399,15596,394675
489773399,3420,394675
489773399,7932,394675
489773399,869,394675
245443161,7378,394675
245443161,7403,394675
245443161,3271,394675
245443161,7368,394675
396090289,1811,394675
389969139,15596,394675
389969139,16862,394675
409972882,10220,394675
2241031368,14334,394675
374155260,4447,394675
374155260,2955,394675
2392537494,13472,394675
374155260,4817,394675
374155260,4586,394675
1879689529,16659,394675
1879689529,6388,394675
1879689529,15596,394675
1879689529,17125,394675
1879689529,2303,394675
341232103,7678,394675
341232103,7932,394675
2666894398,7932,394675
341232103,3420,394675
2666894398,3420,394675
568387205,14337,394675
935291611,1811,394675
328455885,4447,394675
1283499296,4620,394675
1358774618,3422,394675
1358774618,7932,394675
1358774618,3420,394675
393538858,2303,394675
631517630,1811,394675
1396770006,4297,394675
1396770006,4577,394675
2509474019,8515,394675
609889205,6209,394675
113886660,13636,394675
2522757416,4447,394675
625895231,7932,394675
625895231,3420,394675
389969139,5070,394675
301429439,11081,394675
301429439,12829,394675
559822804,8195,394675
559822804,1330,394675
559822804,4447,394675
559822804,11127,394675
583620747,5170,394675
609218437,6388,394675
609218437,1728,394675
258352913,13636,394675
258352913,1811,394675
407281484,1811,394675
312788159,13636,394675
270984369,4447,394675
270984369,14190,394675
270984369,13140,394675
1100346638,6388,394675
2437814045,14152,394675
2437814045,11828,394675
2437814045,10958,394675
2437814045,14140,394675
2437814045,13797,394675
1394503447,1811,394675
393538858,2303,394675
2214549992,3420,394675
2214549992,1331,394675
2214549992,7932,394675
1541224592,15596,394675
1268283073,7932,394675
1268283073,3420,394675
1268283073,10220,394675
1268283073,2303,394675
1268283073,1811,394675
1268283073,869,394675
563137215,14334,394675
152576053,7932,394675
970299846,724,394675
970299846,5170,394675
970299846,10220,394675
970299846,15596,394675
626579337,7932,394675
626579337,3420,394675
1228508011,14157,394675
535615516,5170,394675
1460602556,15596,394675
594109559,3990,394675
67410845,14776,394675
139352339,842,394675
292919186,1811,394675
261297113,3226,394675
261297113,9734,394675
261297113,9739,394675
549334909,4447,394675
549334909,3937,394675
1066919798,15596,394675
1154771982,1331,394675
1154771982,10220,394675
1154771982,15596,394675
1154771982,2303,394675
636332476,12684,394675
1879689529,6388,394675
152576053,15596,394675
152576053,3420,394675
1031230598,15596,394675
140007396,17279,394675
140007396,12643,394675
140007396,14123,394675
140007396,16301,394675
140007396,17089,394675
140007396,17124,394675
503383519,5170,394675
140007396,14471,394675
1581973855,15596,394675
1488384222,1811,394675
1488384222,4447,394675
878267970,4447,394675
283940755,13662,394675
901575030,15596,394675
522182935,7708,394675
522182935,7787,394675
1280094536,7708,394675
1151791,4447,394675
1954508112,14334,394675
283794698,15845,394675
1618630681,10220,394675
1618630681,2303,394675
2827116567,14337,394675
24063464,4447,394675
501717005,10906,394675
501717005,12805,394675
501717005,16660,394675
501717005,1811,394675
122502831,12717,394675
122502831,10906,394675
821725951,6388,394675
122786728,6849,394675
152681227,1811,394675
2786841292,16559,394675
281099325,5170,394675
2942647131,4447,394675
884213814,5412,394675
884213814,2142,394675
2361421288,14334,394675
1413247374,15596,394675
283171620,6849,394675
326094395,10220,394675
302650216,13832,394675
2657398300,6388,394675
939327686,3160,394675
603910236,14334,394675
404970255,4447,394675
625016047,11892,394675
625016047,15596,394675
625016047,3116,394675
625016047,8047,394675
625016047,4447,394675
625016047,3420,394675
625016047,13014,394675
93674693,1337,394675
578906468,2303,394675
578906468,1811,394675
578906468,15596,394675
578906468,4447,394675
1674045481,9134,394675
1089685950,6849,394676
1089685950,7932,394676
1089685950,3420,394676
603974321,1331,394676
385891534,6388,394676
385891534,15500,394676
991648040,4447,394676
991648040,5070,394676
404840986,291,394676
404840986,12523,394676
404840986,298,394676
245398975,4447,394676
245398975,1811,394676
121514898,4447,394676
121514898,869,394676
121514898,3420,394676
121514898,7932,394676
356791705,15596,394676
1454133242,9134,394676
599556298,14334,394676
593836589,3159,394676
1125201763,15596,394676
1125201763,3919,394676
1125201763,8176,394676
454964871,5170,394676
2509474019,10515,394676
2509474019,8515,394676
2509474019,2526,394676
2509474019,381,394676
2509474019,1744,394676
1428614096,15890,394676
1964610606,4447,394676
2715389157,1811,394676
2715389157,6047,394676
2715389157,4447,394676
487872228,228,394676
387919015,1811,394676
194198767,10220,394676
955656026,15596,394676
142343886,1811,394676
229627038,4447,394676
846203268,4447,394676
846203268,7932,394676
846203268,3422,394676
846203268,1811,394676
1707107539,15596,394676
2392537494,10030,394676
2392537494,5516,394676
312788159,13662,394676
381652282,7059,394676
360824288,2141,394676
864813008,4447,394676
864813008,1811,394676
864813008,6211,394676
568887125,15596,394676
1148500148,10220,394676
1264904988,13636,394676
2765640334,1331,394676
1488384222,15596,394676
114551925,3120,394676
114551925,3420,394676
114551925,7932,394676
114551925,4447,394676
884213814,7710,394676
884213814,2141,394676
438448930,10220,394676
438448930,2303,394676
438448930,8192,394676
438448930,3420,394676
2770096750,15596,394676
2770096750,4447,394676
438448930,7932,394676
438448930,15596,394676
163102928,15189,394676
480752391,4447,394676
1182900025,7708,394676
1182900025,4447,394676
594109559,10257,394676
594109559,5835,394676
594109559,10248,394676
243241053,15684,394676
539474326,1811,394676
2810494931,12613,394676
749686110,7368,394676
482234070,6820,394676
340204914,12868,394676
340204914,16208,394676
580154865,1331,394676
572577775,1811,394676
930870582,3340,394676
796839606,14334,394676
194198767,10220,394676
971844877,3271,394676
585054275,3986,394676
2957633390,504,394676
2273865399,842,394676
2880957952,4447,394676
2273865399,5388,394676
2273865399,13505,394676
2273865399,14112,394676
490299082,3510,394676
490299082,3420,394676
251052110,1811,394676
251052110,7976,394676
2898011219,1158,394676
2811356913,15596,394676
2811356913,1744,394676
617921257,1331,394676
617921257,4447,394676
1042965720,2984,394676
160526133,2306,394676
365529031,5170,394676
622767170,5170,394676
274913175,842,394676
1031230598,6849,394676
1031230598,4447,394676
1031230598,15596,394676
1031230598,2306,394676
1031088050,3420,394676
1031088050,13870,394676
1031088050,7932,394676
1031088050,4447,394676
930870582,3340,394676
501153907,5170,394676
147475730,3109,394676
147475730,15596,394676
147475730,1811,394676
147475730,4447,394676
1879689529,6388,394676
1879689529,15596,394676
1879689529,2303,394676
1879689529,10220,394676
1234866218,7900,394676
567578198,4447,394676
522182935,2303,394676
497152289,7368,394676
497152289,7782,394676
497152289,4447,394676
1402256936,4447,394676
229240924,1811,394676
2932600671,9499,394676
2569382841,4447,394676
2569382841,15596,394676
2932600671,1811,394676
2810494931,11294,394676
2810494931,1811,394676
1477159297,10780,394676
1477159297,4447,394676
351210482,1282,394676
351210482,15596,394676
1025248777,7932,394676
1025248777,3420,394676
1871214558,14337,394676
749686110,842,394676
749686110,2306,394676
2355006011,2718,394676
2355006011,3324,394676
2355006011,5590,394676
539474326,1811,394676
1212576535,3233,394676
1212576535,2997,394676
1212576535,7932,394676
1212576535,3420,394676
1212576535,15845,394676
962689352,3420,394676
962689352,7932,394676
187831350,2106,394676
2970002045,4447,394676
2879978583,1811,394676
2271641803,4447,394676
205863400,9420,394676
1575350239,14337,394676
277853749,13442,394676
277853749,10843,394676
430174142,7932,394676
430174142,10220,394676
430174142,3512,394676
430174142,4447,394676
430174142,3420,394676
430174142,12366,394676
1413247374,10220,394676
1413247374,1811,394676
2444908461,14334,394676
467484562,5170,394676
243241053,16665,394676
243241053,13389,394676
243241053,10883,394676
243241053,15596,394676
243241053,15684,394676
243241053,10906,394676
360515474,4447,394676
501717005,1811,394676
501717005,17114,394676
501717005,5516,394676
501717005,17115,394676
501717005,15223,394676
356791705,13643,394676
356791705,4447,394676
356791705,14558,394676
356791705,13648,394676
2273865399,5388,394676
2273865399,14112,394676
2273865399,5420,394676
2273865399,9134,394676
2273865399,13505,394676
2273865399,842,394676
132540749,3361,394676
556403986,1331,394676
552217216,14494,394676
552217216,15596,394676
552217216,5348,394676
469123845,12116,394676
469123845,4447,394676
1096155517,3986,394676
1096155517,2303,394676
409406381,11542,394676
401690719,6186,394676
401690719,5070,394676
2297965620,8931,394676
17397372,4447,394676
722068274,9533,394676
722068274,1744,394676
722068274,15596,394676
722068274,3271,394676
722068274,4785,394676
1092857454,1811,394676
486544456,5170,394676
2223419463,1811,394676
46586980,13239,394676
91564311,1811,394676
567340049,3732,394676
165133768,6876,394676
366553643,14101,394676
366553643,4447,394676
438448930,15596,394676
438448930,2303,394676
438448930,7932,394676
438448930,8192,394676
438448930,10220,394676
438448930,3420,394676
438448930,10886,394676
414286805,6388,394676
1145613511,5503,394676
1145613511,4447,394676
1145613511,1811,394676
236853536,5170,394676
205863400,13140,394676
205863400,12665,394676
205863400,15500,394676
2871835058,4447,394676
2355006011,8968,394676
2227223244,4447,394676
2227223244,6849,394676
404840986,298,394676
2370124303,10220,394676
2370124303,6854,394676
2370124303,13206,394676
52633426,11548,394676
52633426,12529,394676
52633426,1811,394676
841944756,6849,394676
2932600671,7984,394676
2932600671,1811,394676
2932600671,15596,394676
546055990,14334,394676
492284099,6816,394676
1583785717,5661,394676
2779282186,15596,394676
406192058,1811,394676
406192058,15596,394676
406192058,14075,394676
371825639,15596,394676
371825639,1811,394676
371825639,4447,394676
371825639,10220,394676
371825639,12683,394676
62961718,2303,394676
62961718,10220,394676
464649248,5170,394676
371246936,4447,394676
1357550623,7932,394676
1357550623,3420,394676
1582724834,14334,394676
113112206,1811,394676
2724077721,4447,394676
147475730,15596,394676
147475730,4447,394676
147475730,1811,394676
1460602556,4447,394676
780796916,15596,394676
1022398519,1811,394676
1346104482,10220,394676
38200952,9024,394676
38200952,9002,394676
284835224,6849,394676
1321303915,5589,394676
50330307,12366,394676
50330307,1794,394676
50330307,15845,394676
50330307,17114,394676
50330307,12115,394676
277853749,12717,394676
277853749,12758,394676
277853749,11574,394676
277853749,12427,394676
277853749,12668,394676
277853749,13066,394676
277853749,11445,394676
277853749,11349,394676
277853749,10843,394676
616128122,4447,394676
398910204,14031,394676
398910204,15596,394676
2724077721,4447,394676
404840986,842,394676
33508531,12717,394676
33508531,4447,394676
33508531,16662,394676
33508531,15223,394676
33508531,14759,394676
255937843,4447,394676
876354042,4447,394676
876354042,7368,394676
2440695453,14334,394676
1655825802,1483,394676
2672594633,13574,394676
556403986,6478,394676
497308909,14337,394676
1541542129,3420,394676
1541542129,7932,394676
1233916934,7708,394676
1233916934,1811,394676
48371030,228,394676
1233916934,2303,394676
852557142,11754,394676
2216299749,1266,394676
2216299749,4895,394676
351210482,3232,394676
351210482,6191,394676
351210482,2994,394676
716177824,3732,394676
40558272,4447,394676
573088230,4447,394676
573088230,10248,394676
573088230,5585,394676
780796916,5847,394676
780796916,15596,394676
584847008,14150,394676
1349812398,8901,394676
1349812398,1811,394676
1349812398,3512,394676
1349812398,7932,394676
1349812398,4447,394676
371825639,7932,394676
556403986,15596,394676
1107197287,15596,394676
580154865,1331,394676
395378610,14337,394676
147475730,9934,394676
147475730,4447,394676
147475730,1811,394676
2915197727,5070,394676
2915197727,12348,394676
2915197727,4447,394676
554316821,3049,394676
554316821,15596,394676
149714355,1331,394676
149714355,4447,394676
149714355,1811,394676
149714355,7378,394676
935291611,6388,394676
935291611,6093,394676
150056008,501,394676
150056008,8562,394676
150056008,1811,394676
150056008,2141,394676
150056008,4447,394676
817810182,3420,394676
817810182,7932,394676
817810182,15596,394676
84429902,4447,394676
2969949189,1811,394676
273117910,15596,394676
190747095,7154,394676
1346104482,10220,394676
1346104482,4447,394676
1346104482,7368,394676
569914960,9808,394676
569914960,4112,394676
255937843,4447,394676
101337262,16862,394676
101337262,1783,394676
913088137,3659,394676
2945554126,5160,394676
323137973,4447,394676
2734648469,4447,394676
230495042,4447,394676
230495042,3420,394676
230495042,7932,394676
388335687,14955,394676
388335687,1811,394676
429332322,9257,394676
1441826222,14334,394676
2444908461,14334,394676
2936896599,3153,394676
995985355,1803,394676
137166636,1811,394676
531538685,15596,394676
531538685,4447,394676
287719096,7378,394676
938888064,5612,394676
189854391,11032,394676
1034450455,14920,394676
1034450455,14927,394676
1034450455,8468,394676
101337262,1811,394676
101337262,16862,394676
985237616,1811,394676
985237616,12055,394676
912325050,4447,394676
912325050,1811,394676
421725117,10621,394676
446508832,15596,394676
446508832,7976,394676
446508832,7708,394676
163050214,4447,394676
163050214,4095,394676
163050214,13662,394676
163050214,11556,394676
2270503313,2638,394676
2270503313,9840,394676
2270503313,4232,394676
496226859,11556,394676
496226859,13662,394676
496226859,4095,394676
496226859,4447,394676
261297113,3226,394676
935291611,3840,394676
243241053,13601,394676
243241053,15684,394676
815732832,4447,394676
815732832,3420,394676
409972882,9709,394676
62888004,12977,394676
62888004,12978,394676
114853816,7621,394676
114853816,15596,394676
114853816,6388,394676
2303196237,4447,394676
137166636,10220,394676
137166636,1811,394676
354231272,244,394676
354231272,10220,394676
609889205,4447,394676
609889205,1336,394676
107513086,4447,394676
107513086,7708,394676
567340049,5758,394676
213830002,4447,394676
1562584075,6849,394676
1562584075,4194,394676
1562584075,4447,394676
51452203,1794,394676
2315590381,1811,394676
2315590381,5425,394676
2845399847,4447,394676
938081209,5070,394676
87980824,11892,394676
87980824,15596,394676
2587247141,4447,394676
2587247141,7981,394676
2587247141,1331,394676
2567295215,14337,394676
592958313,7981,394676
611935158,8807,394676
2657398300,15596,394676
522525650,4447,394676
1561325792,1811,394676
1561325792,3226,394676
432817947,6705,394676
432817947,15966,394676
432817947,12120,394676
432817947,7368,394676
432817947,9875,394676
389969139,5070,394676
821725951,14334,394676
843139399,4447,394676
843139399,3420,394676
843139399,7932,394676
228178255,3420,394676
239368297,5170,394676
228178255,13662,394676
228178255,7975,394676
567340049,5180,394676
93371494,3420,394676
93371494,7932,394676
935291611,7708,394676
563199999,1811,394676
206643689,5170,394676
557980965,7378,394676
557980965,4447,394676
557980965,9134,394676
269658686,3420,394676
269658686,7932,394676
936734642,4447,394676
2246829663,7932,394676
2246829663,3420,394676
298452157,7932,394676
2331624287,11969,394676
2811356913,7932,394676
2810744121,1811,394676
2811356913,3420,394676
1327636735,5516,394676
2951405284,13662,394676
447103955,1331,394676
256912247,10220,394676
256912247,15596,394676
726366787,6388,394676
2163722100,842,394676
2163722100,15596,394676
317969366,4447,394676
864813008,5504,394676
2511122062,13479,394676
1166116724,10220,394676
380511133,11411,394676
380511133,9851,394676
389969139,15663,394676
389969139,10220,394676
1291251385,7911,394676
1105993933,3908,394676
497308909,842,394676
1920846006,6849,394676
636308618,4447,394676
422029990,1331,394676
2250759963,4447,394676
1551766759,7378,394676
1551766759,4447,394676
326094395,1783,394676
326094395,4114,394676
354231272,4447,394676
561279399,1811,394676
1966477309,13662,394676
1966477309,14961,394676
17400044,2885,394676
522525650,4381,394676
17400044,7932,394676
1452404252,4447,394676
2188073626,15596,394676
2188073626,3420,394676
2345578227,15596,394676
55623261,1811,394676
118485282,10220,394676
26228472,8795,394676
26228472,15596,394676
26228472,4447,394676
985237616,4429,394676
2148761049,4447,394676
554316821,1811,394676
554316821,15596,394676
554316821,4447,394676
262733067,7750,394676
194198767,2303,394676
261297113,9739,394676
261297113,3226,394676
261297113,9727,394676
326094395,5347,394676
2223419463,1811,394676
287719096,7708,394676
287719096,7378,394676
287719096,2303,394676
1954508112,3416,394676
287719096,15596,394676
287719096,13214,394676
2824907147,17267,394676
722068274,1811,394676
722068274,3271,394676
722068274,4447,394676
722068274,15596,394676
722068274,9533,394676
603974321,14334,394676
991648040,4447,394676
991648040,1811,394676
1583573754,4447,394676
2719052667,15596,394676
2719052667,4447,394676
10422822,5070,394676
458666226,4785,394676
2671448566,4447,394676
58841850,864,394676
139352339,11118,394676
139352339,1811,394676
139352339,17313,394676
1048238778,12581,394676
403338191,13140,394676
454343377,3665,394676
454343377,6849,394676
1498570142,4447,394676
527495345,4460,394676
1175430469,842,394676
811615202,7976,394676
811615202,7932,394676
811615202,14558,394676
811615202,6849,394676
811615202,3420,394676
864813008,5504,394676
1117528572,7188,394676
539395056,4447,394676
539395056,8188,394676
38847783,4394,394676
38847783,1811,394676
2886669730,1794,394676
86848475,4447,394676
86848475,1811,394676
2824907147,1331,394676
621321697,15596,394676
378240705,869,394676
378240705,3420,394676
378240705,7932,394676
378240705,7680,394676
378240705,15596,394676
2810620858,5170,394676
292799583,16921,394676
1551581857,9400,394676
292799583,4447,394676
292799583,15596,394676
292799583,1811,394676
2350599812,4447,394676
2395398053,14334,394676
2163569903,2303,394676
557106180,8192,394676
557106180,7932,394676
557106180,3420,394676
557106180,3227,394676
726366787,6388,394676
1129241306,4447,394676
239368297,5756,394676
841944756,4396,394676
2763964233,4447,394676
2763964233,1811,394676
2763964233,2161,394676
401946531,1239,394676
401946531,1557,394676
2814889896,15166,394676
262686082,5170,394676
2822851593,1811,394676
2822851593,4447,394676
991648040,4447,394676
991648040,1811,394676
422029990,14337,394676
2163410454,11080,394676
2163410454,12650,394676
2163410454,126,394676
401946531,7897,394676
1281623647,15596,394676
564863011,14334,394676
1328702478,1811,394676
139352339,11118,394676
139352339,17313,394676
139352339,1811,394676
592729729,5166,394676
48371030,3840,394676
419060629,1811,394676
419060629,8901,394676
287719096,7976,394676
287719096,7378,394676
509511715,1811,394676
420527624,5756,394676
749686110,6388,394676
215952179,7932,394676
215952179,7679,394676
215952179,869,394676
215952179,3420,394676
2932600671,1811,394676
283690188,5909,394676
283690188,15262,394676
941196588,1811,394676
189854391,15907,394676
533503621,4478,394676
206643689,14337,394676
2541543529,6388,394676
1325254891,2303,394676
1325254891,4447,394676
2735828447,6388,394676
2735828447,1811,394676
24787703,7378,394676
1483111218,8016,394676
324295564,1811,394676
206659740,14196,394676
206659740,14195,394676
206659740,13463,394676
581992163,4447,394676
2186552753,6388,394676
2932600671,9499,394676
2932600671,1811,394676
631540419,6479,394676
206659740,15223,394676
206659740,15569,394676
206659740,1811,394676
206659740,15442,394676
206659740,15236,394676
206659740,14196,394676
206659740,14195,394676
206659740,13662,394676
838028348,5175,394676
390860707,12335,394676
597503561,10041,394676
597503561,10823,394676
743634962,3732,394676
367499441,719,394676
140102358,14334,394676
1352114503,12242,394676
522182935,10960,394676
2762396429,4447,394676
2762396429,7387,394676
96818246,1811,394676
96818246,2041,394676
96818246,5561,394676
96818246,10707,394676
215952179,2249,394676
288241045,6582,394676
139352339,2306,394676
139352339,13505,394676
139352339,842,394676
380511133,9281,394676
939778800,4205,394676
119865604,4447,394676
909865520,6660,394676
909865520,1811,394676
909865520,449,394676
585699746,5515,394676
395378610,9811,394676
540687800,6820,394676
1550934344,13662,394676
1550934344,1811,394676
2911742351,3420,394676
2911742351,7932,394676
2911742351,10220,394676
2911742351,2303,394676
378240705,3420,394676
378240705,15845,394676
378240705,869,394676
378240705,15596,394676
378240705,7932,394676
378240705,3422,394676
378240705,2981,394676
378240705,7680,394676
52054932,2308,394676
52054932,1811,394676
831389006,15596,394676
194198767,729,394676
743634962,3732,394676
743634962,8016,394676
546989279,842,394676
977818573,1695,394676
977818573,7708,394676
977818573,2306,394676
486936787,4456,394676
838028348,6582,394676
2271641803,4447,394676
2244437302,5516,394676
785293284,3795,394676
1009006147,6388,394676
958688432,4447,394676
2509419712,7976,394676
1372938446,14334,394676
2341216683,14334,394676
781324298,5170,394676
2970002045,15596,394676
985237616,1811,394676
985237616,12228,394676
985237616,14197,394676
140102358,4447,394676
1378034562,4447,394676
908978184,13638,394676
380889577,6582,394676
1969458001,14337,394676
1269628860,9268,394676
1269628860,7949,394676
1269628860,1638,394676
429776011,2303,394676
429776011,10220,394676
490635227,1811,394676
496870072,1331,394676
939778800,4447,394676
569352936,11137,394676
569352936,6388,394676
569352936,11292,394676
569352936,15148,394676
2657398300,15596,394676
2798867141,7368,394676
496870072,1331,394676
411219694,10344,394676
374718100,7932,394676
374718100,3420,394676
1252232760,1359,394676
2720903535,5160,394676
619023413,4447,394676
619023413,15989,394676
1712724912,15596,394676
1712724912,4447,394676
20588636,10220,394676
167853081,4447,394676
167853081,7932,394676
167853081,3420,394676
167853081,3345,394676
240269263,16489,394676
240269263,15065,394676
240269263,14594,394676
1612543994,5295,394676
767990168,4447,394676
767990168,8073,394676
767990168,6744,394676
767990168,8016,394676
447488290,4447,394676
908978184,1811,394676
1696725115,15596,394676
606364606,15454,394676
474303465,15500,394676
474303465,3420,394676
570041419,7600,394676
570041419,16483,394676
570041419,2006,394676
474303465,7932,394676
482061482,1811,394676
240269263,15065,394676
240269263,14594,394676
240269263,16489,394676
2556353232,10309,394676
569412222,7932,394676
569412222,3420,394676
367402010,12587,394676
367402010,13140,394676
367402010,6854,394676
367402010,6849,394676
447488290,12551,394676
985257462,15148,394676
985257462,11137,394676
985257462,6388,394676
1378034562,5715,394676
1378034562,9624,394676
1378034562,4227,394676
1284174324,7932,394676
1284174324,3420,394676
1284174324,842,394676
1284174324,1811,394676
977818573,15504,394676
977818573,10884,394676
977818573,15148,394676
977818573,15596,394676
414312564,5170,394676
54839563,1811,394676
2932600671,1811,394676
568422202,9503,394676
568422202,15596,394676
568422202,3159,394676
1066919798,15596,394676
477076025,1811,394676
477076025,15596,394676
477076025,4447,394676
560482873,1331,394676
2439136147,7932,394676
2439136147,3420,394676
2439136147,3422,394676
2439136147,3227,394676
2439136147,2981,394676
2439136147,869,394676
2867448001,15596,394676
2867448001,2303,394676
2867448001,4447,394676
69734234,4447,394676
600277688,12095,394676
17400044,842,394676
2878305307,5160,394676
1299571837,3420,394676
1299571837,869,394676
941196588,1811,394676
1299571837,7787,394676
1299571837,7932,394676
1299571837,871,394676
1299571837,1811,394676
585699746,3361,394676
490635227,6806,394676
743634962,2308,394676
743634962,7708,394676
2872515101,3422,394676
2872515101,7932,394676
18969131,1811,394676
18969131,6226,394676
514604956,14334,394676
414312564,5170,394676
977818573,10707,394676
1125201763,15596,394676
474303465,859,394676
474303465,244,394676
414312564,5170,394676
585699746,13935,394676
1317288475,3420,394676
378683227,4447,394676
2534437180,7708,394676
2534437180,2303,394676
2534437180,1811,394676
476932172,2955,394676
1076082146,7407,394676
1076082146,7378,394676
1076082146,1783,394676
294664111,5170,394676
454343377,3665,394676
454343377,6849,394676
522525650,4447,394676
1927488270,4447,394676
2729917661,5516,394676
1196359129,4447,394676
1196359129,15596,394676
589180380,14334,394676
549170185,15845,394676
549170185,15148,394676
1087508852,6388,394676
1087508852,1266,394676
899545604,15148,394676
597503561,10041,394676
298452157,9788,394676
2881266803,4447,394676
1173155136,16030,394676
615112035,3904,394676
615112035,15616,394676
615112035,12852,394676
615112035,16483,394676
615112035,12737,394676
595338211,13662,394676
412183774,11360,394676
412183774,11549,394676
412183774,16813,394676
1696467818,6388,394676
753521532,6186,394676
753521532,5070,394676
1668942002,1811,394676
1668942002,4447,394676
1668942002,3420,394676
1668942002,7932,394676
1668942002,869,394676
724386000,11039,394676
1363829726,9511,394676
977818573,4130,394676
2867448001,6388,394676
2867448001,15596,394676
302801465,842,394676
1400737591,5170,394676
484212875,3420,394676
484212875,8047,394676
1954508112,4447,394676
490635227,3420,394676
2416432206,15596,394676
2264473011,12677,394676
412183774,11549,394676
412183774,11360,394676
412183774,16813,394676
111816507,3983,394676
111816507,4447,394676
111816507,6877,394676
307477091,8292,394676
307477091,3039,394676
163775840,4447,394676
2388841778,4447,394676
38291055,4447,394676
205863400,15596,394676
2990991,15223,394676
2990991,17125,394676
2990991,13214,394676
2990991,12717,394676
2990991,16657,394676
2990991,1811,394676
412183774,11549,394676
314020878,15596,394676
412183774,11360,394676
412183774,16813,394676
941196588,4447,394676
941196588,1811,394676
614048040,7976,394676
614048040,4447,394676
1031466072,15733,394676
1031466072,12804,394676
301429439,15637,394676
17400044,13172,394676
48371030,3420,394676
48371030,869,394676
48371030,7932,394676
48371030,15596,394676
977818573,1811,394676
977818573,16665,394676
977818573,11268,394676
1038059304,4447,394676
1038059304,7059,394676
1038059304,12717,394676
1038059304,3420,394676
981009044,10220,394676
2578839234,1811,394676
712923026,7708,394676
712923026,15596,394676
1346104482,3713,394676
121413513,4447,394676
412183774,11549,394676
412183774,11360,394676
412183774,16813,394676
525253126,1811,394676
525253126,6849,394676
870293317,7767,394676
706905976,7932,394676
706905976,4447,394676
706905976,3512,394676
706905976,3420,394676
706905976,7680,394676
750920910,10927,394676
750920910,1348,394676
1315350320,4447,394676
2867448001,4447,394676
2867448001,6396,394676
2867448001,1811,394676
2867448001,15596,394676
2867448001,2303,394676
2907347814,9533,394676
2907347814,4447,394676
585054275,15596,394676
585054275,2303,394676
585054275,16862,394676
585054275,10220,394676
415838945,5607,394676
415838945,8250,394676
164384020,7962,394676
1024564814,15950,394676
412183774,11360,394676
412183774,16813,394676
412183774,11549,394676
2715422123,4447,394676
1449784165,4447,394676
1449784165,1755,394676
2237121531,5170,394676
1449784165,1811,394676
982843548,5170,394676
410222087,15596,394676
410222087,10220,394676
597503561,10041,394676
597503561,3420,394676
597503561,7932,394676
1281122641,842,394676
149714355,1331,394676
251105927,4070,394676
251105927,4447,394676
409972882,6388,394676
1616338021,1811,394676
2430901283,11892,394676
2430901283,3420,394676
2430901283,15500,394676
2430901283,14558,394676
1252418995,1811,394676
314020878,6744,394676
624560219,14337,394676
1477159297,571,394676
27143871,15148,394676
2416432206,15596,394676
970299846,4447,394676
572686432,5170,394676
1346104482,4447,394676
398024670,4927,394676
398024670,1794,394676
482061482,7932,394676
482061482,3420,394676
482061482,869,394676
2341216683,14334,394676
1319903682,8457,394676
739322996,8518,394676
739322996,4447,394676
739322996,15596,394676
2558327201,4447,394676
2558327201,1811,394676
410222087,7115,394676
2884543485,6388,394676
831389006,15596,394676
1964610606,5024,394676
703601095,14337,394676
343079220,8192,394676
1061354096,1811,394676
366553643,14101,394676
366553643,13182,394676
366553643,4447,394676
937386565,12632,394676
1315350320,4447,394676
22291404,10906,394676
22291404,6474,394676
845595601,5170,394676
2613683511,1783,394676
2613683511,2303,394676
977818573,10886,394676
977818573,10104,394676
485525542,5347,394676
381652282,3904,394676
381652282,10220,394676
485525542,6388,394676
343079220,5756,394676
927893966,869,394676
