h1,h2,hour,weight
3176,3904,394677,1
3176,4447,394677,1
3176,6191,394677,1
3176,7368,394677,1
3176,8846,394677,1
3176,9131,394677,1
3176,9497,394677,1
3178,6047,394723,1
3179,4346,394784,1
3181,3271,394675,1
3181,7368,394675,1
3182,3776,394723,1
3182,4447,394723,1
3182,6718,394723,1
3182,14178,394723,1
3183,3272,394675,1
3183,4798,394675,1
3184,6388,394675,1
3184,10220,394675,1
3184,12573,394675,1
3184,12900,394675,1
3184,15596,394675,1
3184,16659,394675,1
3184,17125,394675,1
3185,4447,394698,1
3185,6253,394698,1
3186,3271,394684,1
3186,7368,394684,1
3188,4271,394704,1
3188,4272,394704,1
3188,4790,394704,1
3188,6276,394704,1
3188,6824,394751,1
3188,8016,394704,1
3188,9584,394704,1
3188,10984,394751,1
3188,12009,394751,1
3188,12214,394751,1
3188,13549,394751,1
3188,13602,394751,1
3188,13999,394752,1
3188,14000,394751,1
3188,15675,394751,1
3188,16573,394751,1
3188,16705,394751,1
3188,16717,394751,1
3188,16791,394751,1
3189,3717,394777,1
3189,4318,394777,1
3189,7306,394777,1
3189,7368,394777,1
3189,8164,394777,1
3189,8491,394777,1
3189,8493,394777,1
3189,8503,394777,1
3189,10858,394777,1
3189,10863,394777,1
3189,10998,394777,1
3189,11010,394777,1
3189,11261,394777,1
3189,11398,394777,1
3189,11537,394777,1
3189,11642,394777,1
3189,11715,394777,1
3189,12049,394777,1
3189,12828,394777,1
3189,12886,394777,1
3189,12905,394777,1
3189,14493,394777,1
3189,14806,394777,1
3189,15140,394777,1
3189,16448,394777,1
3189,17112,394777,1
3190,4447,394728,1
3190,6043,394728,1
3190,8173,394725,1
3192,14147,394681,1
3192,15596,394681,1
3192,15615,394681,1
3193,9362,394682,1
3193,14905,394682,1
3195,5200,394704,1
3195,7535,394704,1
3196,6621,394717,1
3197,8016,394769,1
3199,7103,394716,1
3199,9760,394716,1
3200,4089,394772,1
3200,5033,394772,1
3201,3784,394747,1
3202,7286,394789,1
3202,7294,394789,1
3202,7295,394789,1
3205,8391,394797,1
3205,9040,394797,1
3207,8550,394679,1
3207,10168,394679,1
3207,16431,394745,1
3207,17415,394679,1
3208,4447,394785,1
3212,6949,394683,1
3212,6952,394683,1
3214,3215,394677,1
3214,3216,394720,1
3214,4447,394677,1
3214,12676,394677,1
3214,12676,394702,1
3214,13556,394727,1
3214,16519,394723,1
3215,4447,394677,1
3215,12676,394677,1
3218,3420,394675,1
3218,4447,394675,1
3218,4948,394675,1
3218,5070,394675,1
3218,7036,394675,1
3218,7458,394731,1
3218,7932,394675,1
3218,7976,394675,1
3218,8006,394675,1
3218,10220,394675,1
3218,10248,394675,1
3218,13869,394675,1
3218,15596,394675,1
3219,3817,394701,1
3219,5432,394771,1
3219,5636,394680,1
3219,6076,394732,1
3219,6076,394743,1
3219,6109,394701,1
3219,6183,394752,1
3219,6525,394732,1
3219,6525,394743,1
3219,6645,394680,1
3219,6789,394701,1
3219,7287,394732,1
3219,7458,394732,1
3219,7458,394743,1
3219,7584,394701,1
3219,8043,394752,1
3219,8288,394750,1
3219,8326,394771,1
3219,8514,394750,1
3219,8932,394701,1
3219,8932,394732,1
3219,8932,394743,1
3219,9245,394750,1
3219,9269,394701,1
3219,9407,394732,1
3219,10176,394701,1
3219,10455,394701,1
3219,10530,394750,1
3219,11013,394771,1
3219,11772,394732,1
3219,11772,394743,1
3220,9784,394704,1
3221,4155,394727,1
3221,6926,394727,1
3221,9219,394727,1
3222,12681,394776,1
3222,16423,394776,1
3223,4447,394725,1
3223,6842,394725,1
3223,7368,394725,1
3223,8192,394767,1
3223,9249,394772,1
3223,9444,394772,1
3223,10038,394725,1
3223,10267,394772,1
3224,3691,394741,1
3224,5744,394741,1
3224,7661,394741,1
3224,10044,394741,1
3226,3420,394675,1
3226,4447,394675,1
3226,9727,394676,1
3226,9734,394675,1
3226,9739,394675,1
3226,9739,394676,1
3226,10220,394675,1
3226,11412,394675,1
3227,3420,394676,2
3227,3422,394676,1
3227,3422,394680,1
3227,7932,394676,2
3227,8192,394676,1
3227,8192,394680,1
3228,4284,394797,1
3228,4447,394797,1
3229,3629,394741,1
3229,9498,394741,1
3230,3925,394765,1
3231,3295,394680,1
3231,3420,394678,1
3231,4447,394678,1
3231,6191,394680,1
3231,7932,394678,1
3232,6191,394676,1
3232,15596,394676,1
3233,3420,394676,1
3233,7932,394676,1
3233,15845,394676,1
3234,5963,394701,1
3234,7976,394701,1
3235,3877,394776,1
3235,3878,394776,1
3235,3879,394729,1
3235,5623,394793,1
3235,5730,394776,1
3235,5731,394729,1
3235,5731,394793,1
3235,5744,394776,1
3235,6439,394776,1
3235,10522,394793,1
3236,4276,394696,1
3236,7726,394696,1
3236,8971,394696,1
3238,5611,394682,1
3239,4447,394719,1
3239,6047,394719,1
3239,8181,394719,1
3240,8035,394677,1
3241,3546,394778,1
3241,8299,394778,1
3242,3248,394700,1
3242,5175,394705,1
3242,5247,394705,1
3242,7401,394700,1
3242,8384,394699,1
3242,10056,394700,1
3242,10056,394703,1
3242,11872,394705,1
3242,16059,394705,1
3242,16060,394700,1
3242,16101,394705,1
3242,17026,394700,1
3244,4447,394772,1
3244,14031,394772,1
3245,4749,394772,1
3245,6282,394772,1
3245,6282,394776,1
3245,7976,394701,1
3245,15021,394706,1
3246,4447,394726,1
3246,4956,394726,1
3246,6625,394726,1
3246,6625,394728,1
3246,7365,394726,1
3246,7368,394726,1
3246,11652,394726,1
3248,7401,394700,1
3248,10056,394700,1
3248,16060,394700,1
3248,17026,394700,1
3249,4951,394726,1
3250,7272,394705,1
3250,8852,394705,1
3250,9419,394705,1
3250,9420,394705,1
3250,9659,394705,1
3251,3272,394712,1
3251,4447,394712,1
3252,6799,394678,1
3253,3751,394753,1
3253,3752,394753,1
3254,5726,394744,1
3254,6461,394744,1
3254,7368,394744,1
3254,7858,394744,1
3255,4447,394722,1
3255,5786,394722,1
3256,11765,394769,1
3257,7501,394730,1
3258,13379,394675,1
3259,9087,394777,1
3259,9519,394703,1
3259,10891,394777,1
3259,12707,394777,1
3259,13505,394703,1
3261,5489,394728,1
3262,3271,394718,1
3262,3655,394718,1
3262,3891,394718,1
3262,5772,394718,1
3262,6825,394718,1
3262,7172,394718,1
3262,7364,394718,1
3262,7522,394718,1
3262,7523,394718,1
3262,11961,394718,1
3262,12702,394718,1
3262,12711,394718,1
3262,12758,394718,1
3262,14749,394718,1
3262,14752,394718,1
3262,15362,394718,1
3262,16491,394718,1
3262,16867,394718,1
3262,16869,394718,1
3262,16871,394718,1
3262,16873,394718,1
3262,16883,394718,1
3263,5813,394680,1
3264,13182,394725,1
3265,3324,394718,1
3265,3667,394723,1
3265,4297,394675,1
3265,4447,394718,1
3265,4447,394724,1
3265,4465,394724,1
3265,4517,394724,1
3265,4560,394724,1
3265,4577,394675,1
3265,4634,394724,1
3265,6207,394718,1
3265,7993,394724,1
3265,9051,394723,1
3265,10146,394724,1
3265,10265,394723,1
3265,14185,394718,1
3266,6547,394697,1
3266,7761,394697,1
3268,3295,394680,1
3268,3420,394675,1
3268,3888,394680,1
3268,4447,394675,1
3268,5070,394675,1
3268,5252,394680,1
3268,5592,394680,1
3268,8008,394675,1
3268,10220,394675,1
3268,12740,394680,1
3268,14197,394680,1
3268,15596,394675,1
3268,15598,394675,1
3268,17447,394680,1
3270,3271,394674,1
3270,3271,394676,1
3270,3461,394674,1
3270,3655,394674,1
3270,3891,394674,1
3270,7522,394674,1
3270,10213,394674,1
3270,12449,394674,1
3270,12711,394674,1
3271,3272,394726,1
3271,3272,394750,1
3271,3288,394724,1
3271,3293,394700,1
3271,3293,394732,1
3271,3298,394732,1
3271,3303,394684,1
3271,3314,394791,1
3271,3315,394682,1
3271,3315,394720,1
3271,3322,394677,1
3271,3324,394722,1
3271,3324,394723,1
3271,3324,394724,1
3271,3324,394726,1
3271,3333,394795,1
3271,3342,394755,1
3271,3345,394723,1
3271,3347,394727,1
3271,3347,394728,1
3271,3347,394797,1
3271,3349,394699,1
3271,3349,394722,1
3271,3349,394724,1
3271,3349,394729,1
3271,3349,394739,1
3271,3349,394766,1
3271,3349,394776,1
3271,3349,394785,1
3271,3349,394793,1
3271,3349,394795,1
3271,3350,394767,1
3271,3354,394678,1
3271,3366,394797,1
3271,3368,394728,1
3271,3369,394720,1
3271,3420,394675,5
3271,3420,394677,1
3271,3420,394680,1
3271,3422,394675,1
3271,3461,394674,1
3271,3510,394675,1
3271,3536,394748,1
3271,3589,394761,1
3271,3637,394732,1
3271,3655,394674,1
3271,3655,394716,1
3271,3655,394717,1
3271,3655,394718,1
3271,3661,394697,1
3271,3663,394698,1
3271,3665,394727,1
3271,3719,394717,1
3271,3776,394721,1
3271,3776,394722,1
3271,3824,394782,1
3271,3835,394693,1
3271,3835,394725,1
3271,3837,394796,1
3271,3840,394701,1
3271,3855,394743,1
3271,3891,394674,1
3271,3891,394718,1
3271,3904,394677,1
3271,3904,394678,1
3271,3926,394754,1
3271,3948,394756,1
3271,3948,394768,1
3271,3950,394725,1
3271,3976,394721,1
3271,3983,394675,1
3271,3994,394771,1
3271,3998,394750,1
3271,4001,394697,1
3271,4033,394680,1
3271,4049,394718,1
3271,4164,394684,1
3271,4199,394727,1
3271,4205,394675,1
3271,4214,394749,1
3271,4214,394751,1
3271,4214,394774,1
3271,4218,394700,1
3271,4218,394705,1
3271,4218,394752,1
3271,4237,394697,1
3271,4243,394727,1
3271,4250,394704,1
3271,4250,394705,1
3271,4266,394750,1
3271,4296,394725,1
3271,4348,394786,1
3271,4361,394683,1
3271,4361,394717,1
3271,4361,394723,1
3271,4394,394683,1
3271,4394,394727,1
3271,4431,394768,1
3271,4431,394773,1
3271,4431,394779,1
3271,4447,394673,1
3271,4447,394674,2
3271,4447,394675,6
3271,4447,394676,1
3271,4447,394677,4
3271,4447,394678,1
3271,4447,394679,1
3271,4447,394681,2
3271,4447,394684,1
3271,4447,394693,1
3271,4447,394694,4
3271,4447,394695,1
3271,4447,394696,1
3271,4447,394697,2
3271,4447,394700,1
3271,4447,394704,1
3271,4447,394706,1
3271,4447,394715,2
3271,4447,394717,2
3271,4447,394718,3
3271,4447,394719,5
3271,4447,394720,4
3271,4447,394721,9
3271,4447,394722,7
3271,4447,394723,5
3271,4447,394724,12
3271,4447,394725,6
3271,4447,394726,12
3271,4447,394727,10
3271,4447,394728,5
3271,4447,394729,3
3271,4447,394730,1
3271,4447,394732,1
3271,4447,394735,1
3271,4447,394739,1
3271,4447,394740,1
3271,4447,394743,2
3271,4447,394744,3
3271,4447,394746,1
3271,4447,394749,2
3271,4447,394750,2
3271,4447,394752,1
3271,4447,394753,1
3271,4447,394755,1
3271,4447,394761,1
3271,4447,394770,1
3271,4447,394771,1
3271,4447,394790,1
3271,4447,394795,1
3271,4473,394727,1
3271,4515,394683,1
3271,4529,394725,1
3271,4560,394694,1
3271,4560,394697,1
3271,4560,394721,1
3271,4577,394675,1
3271,4635,394683,1
3271,4670,394721,1
3271,4756,394726,1
3271,4785,394676,1
3271,4791,394687,1
3271,4791,394722,1
3271,4791,394723,1
3271,4791,394727,1
3271,4791,394743,1
3271,4798,394703,1
3271,4798,394706,1
3271,4798,394721,1
3271,4798,394722,1
3271,4798,394732,1
3271,4821,394721,1
3271,4821,394752,1
3271,4847,394743,1
3271,4867,394702,1
3271,4927,394700,1
3271,4927,394701,1
3271,4946,394675,1
3271,5005,394677,1
3271,5066,394697,1
3271,5070,394675,1
3271,5070,394681,1
3271,5071,394675,1
3271,5077,394774,1
3271,5125,394749,1
3271,5162,394719,1
3271,5175,394682,1
3271,5175,394754,1
3271,5184,394727,1
3271,5222,394754,1
3271,5227,394681,1
3271,5228,394721,1
3271,5228,394722,1
3271,5228,394727,1
3271,5245,394701,1
3271,5267,394722,1
3271,5313,394754,1
3271,5334,394771,1
3271,5367,394721,1
3271,5367,394727,1
3271,5367,394728,1
3271,5411,394722,1
3271,5413,394722,1
3271,5420,394718,1
3271,5454,394697,1
3271,5562,394790,1
3271,5585,394723,1
3271,5585,394727,1
3271,5587,394721,1
3271,5588,394682,1
3271,5588,394687,1
3271,5592,394682,1
3271,5592,394724,1
3271,5592,394729,1
3271,5594,394721,1
3271,5600,394682,1
3271,5600,394694,1
3271,5600,394695,1
3271,5600,394718,1
3271,5600,394720,1
3271,5600,394722,2
3271,5600,394723,1
3271,5600,394724,1
3271,5600,394725,1
3271,5600,394726,1
3271,5600,394728,1
3271,5600,394743,1
3271,5600,394752,1
3271,5600,394786,1
3271,5601,394721,1
3271,5601,394727,1
3271,5611,394682,1
3271,5615,394774,1
3271,5617,394718,1
3271,5693,394722,1
3271,5722,394754,1
3271,5726,394754,1
3271,5772,394718,1
3271,5777,394684,1
3271,5786,394702,1
3271,5786,394720,1
3271,5786,394727,1
3271,5786,394750,1
3271,5786,394771,1
3271,5790,394720,1
3271,5835,394727,1
3271,5929,394750,1
3271,5931,394754,1
3271,5967,394703,1
3271,5980,394680,1
3271,5983,394773,1
3271,5998,394699,1
3271,6005,394727,1
3271,6024,394727,1
3271,6024,394728,1
3271,6024,394750,1
3271,6028,394725,1
3271,6034,394721,2
3271,6034,394724,2
3271,6034,394726,2
3271,6034,394727,1
3271,6034,394728,1
3271,6034,394729,1
3271,6034,394730,1
3271,6034,394740,1
3271,6034,394742,1
3271,6034,394752,2
3271,6034,394753,1
3271,6034,394771,1
3271,6047,394717,1
3271,6047,394718,2
3271,6047,394719,2
3271,6047,394721,1
3271,6047,394722,4
3271,6047,394723,4
3271,6047,394724,4
3271,6047,394725,4
3271,6047,394726,6
3271,6047,394727,2
3271,6047,394728,3
3271,6047,394732,1
3271,6047,394739,1
3271,6047,394744,1
3271,6047,394753,1
3271,6051,394740,1
3271,6051,394752,1
3271,6052,394715,1
3271,6052,394719,1
3271,6052,394721,1
3271,6052,394726,1
3271,6052,394727,2
3271,6052,394730,1
3271,6052,394737,1
3271,6052,394743,1
3271,6052,394744,1
3271,6052,394746,1
3271,6056,394722,1
3271,6068,394752,1
3271,6075,394680,1
3271,6092,394723,1
3271,6092,394726,1
3271,6093,394700,1
3271,6094,394700,1
3271,6098,394720,1
3271,6137,394797,1
3271,6173,394724,1
3271,6174,394744,1
3271,6174,394770,1
3271,6191,394706,1
3271,6191,394726,1
3271,6229,394724,1
3271,6229,394729,1
3271,6250,394762,1
3271,6253,394727,1
3271,6296,394687,1
3271,6328,394694,1
3271,6337,394728,1
3271,6354,394701,1
3271,6355,394695,1
3271,6356,394751,1
3271,6358,394722,1
3271,6358,394725,1
3271,6358,394726,1
3271,6380,394695,1
3271,6388,394677,1
3271,6388,394679,1
3271,6388,394717,1
3271,6388,394746,1
3271,6388,394755,1
3271,6456,394776,1
3271,6461,394776,1
3271,6466,394743,1
3271,6482,394701,1
3271,6482,394799,1
3271,6496,394694,1
3271,6520,394727,1
3271,6602,394743,1
3271,6621,394679,1
3271,6621,394727,1
3271,6644,394724,1
3271,6644,394728,1
3271,6665,394700,1
3271,6665,394703,1
3271,6665,394705,1
3271,6695,394684,1
3271,6697,394722,1
3271,6701,394730,1
3271,6718,394695,1
3271,6718,394699,1
3271,6718,394722,2
3271,6718,394730,1
3271,6725,394680,1
3271,6728,394742,1
3271,6775,394693,1
3271,6795,394721,1
3271,6807,394773,1
3271,6820,394677,1
3271,6820,394721,1
3271,6820,394722,1
3271,6820,394728,1
3271,6821,394693,1
3271,6821,394725,1
3271,6825,394718,1
3271,6840,394744,1
3271,6840,394770,1
3271,6842,394721,1
3271,6849,394674,1
3271,6849,394677,1
3271,6849,394681,1
3271,6849,394682,1
3271,6849,394693,1
3271,6849,394696,1
3271,6849,394715,1
3271,6849,394720,1
3271,6849,394721,1
3271,6849,394722,1
3271,6849,394723,1
3271,6849,394724,2
3271,6849,394725,1
3271,6849,394726,4
3271,6849,394752,1
3271,6852,394726,1
3271,6854,394694,1
3271,6854,394706,1
3271,6854,394726,1
3271,6861,394717,1
3271,6863,394682,1
3271,6863,394726,1
3271,6863,394727,1
3271,6873,394694,1
3271,6873,394721,1
3271,6873,394722,1
3271,6873,394723,1
3271,6873,394728,1
3271,6976,394705,1
3271,6979,394731,1
3271,6993,394703,1
3271,7040,394779,1
3271,7040,394787,1
3271,7045,394727,1
3271,7062,394704,1
3271,7072,394727,1
3271,7152,394675,1
3271,7152,394688,1
3271,7172,394718,1
3271,7251,394743,1
3271,7283,394770,1
3271,7299,394744,1
3271,7306,394744,1
3271,7313,394724,1
3271,7315,394724,1
3271,7316,394697,1
3271,7323,394768,1
3271,7326,394724,1
3271,7333,394754,1
3271,7345,394724,1
3271,7362,394754,1
3271,7364,394718,1
3271,7368,394673,1
3271,7368,394674,2
3271,7368,394675,2
3271,7368,394677,1
3271,7368,394679,1
3271,7368,394681,3
3271,7368,394682,1
3271,7368,394683,1
3271,7368,394684,1
3271,7368,394693,1
3271,7368,394694,2
3271,7368,394696,1
3271,7368,394697,2
3271,7368,394701,2
3271,7368,394702,1
3271,7368,394703,3
3271,7368,394705,1
3271,7368,394708,1
3271,7368,394716,1
3271,7368,394718,1
3271,7368,394719,1
3271,7368,394720,2
3271,7368,394721,4
3271,7368,394722,4
3271,7368,394723,5
3271,7368,394724,5
3271,7368,394725,1
3271,7368,394726,3
3271,7368,394727,2
3271,7368,394728,4
3271,7368,394730,3
3271,7368,394731,1
3271,7368,394741,1
3271,7368,394743,2
3271,7368,394744,1
3271,7368,394745,1
3271,7368,394748,1
3271,7368,394749,1
3271,7368,394750,1
3271,7368,394751,1
3271,7368,394752,3
3271,7368,394753,2
3271,7368,394754,1
3271,7368,394756,1
3271,7368,394762,1
3271,7368,394764,1
3271,7368,394765,1
3271,7368,394767,1
3271,7368,394768,2
3271,7368,394769,1
3271,7368,394773,1
3271,7368,394779,2
3271,7368,394780,1
3271,7368,394787,1
3271,7368,394789,1
3271,7368,394790,1
3271,7368,394791,1
3271,7368,394792,1
3271,7368,394795,1
3271,7368,394797,1
3271,7368,394799,1
3271,7375,394791,1
3271,7378,394675,1
3271,7378,394681,1
3271,7387,394681,1
3271,7387,394722,1
3271,7394,394743,1
3271,7403,394674,1
3271,7403,394675,1
3271,7407,394674,1
3271,7409,394727,1
3271,7411,394729,1
3271,7428,394719,1
3271,7468,394737,1
3271,7468,394774,1
3271,7468,394790,1
3271,7469,394774,1
3271,7477,394785,1
3271,7484,394687,1
3271,7495,394754,1
3271,7515,394724,1
3271,7520,394776,1
3271,7522,394674,1
3271,7522,394695,1
3271,7522,394718,1
3271,7523,394695,1
3271,7523,394716,1
3271,7523,394717,1
3271,7523,394718,1
3271,7529,394725,1
3271,7529,394727,1
3271,7549,394766,1
3271,7550,394766,1
3271,7580,394744,1
3271,7580,394776,1
3271,7582,394771,1
3271,7608,394728,1
3271,7609,394727,1
3271,7611,394722,1
3271,7615,394730,1
3271,7624,394722,1
3271,7627,394722,1
3271,7657,394727,1
3271,7674,394726,1
3271,7680,394675,1
3271,7689,394720,1
3271,7698,394724,1
3271,7703,394748,1
3271,7708,394675,1
3271,7708,394693,1
3271,7708,394694,1
3271,7713,394722,1
3271,7713,394739,1
3271,7766,394721,1
3271,7811,394729,1
3271,7818,394719,1
3271,7818,394724,1
3271,7828,394726,1
3271,7837,394674,1
3271,7856,394748,1
3271,7862,394748,1
3271,7932,394675,4
3271,7932,394677,1
3271,7932,394680,1
3271,7949,394704,1
3271,7949,394705,1
3271,7976,394681,1
3271,8016,394680,1
3271,8016,394766,1
3271,8069,394693,1
3271,8069,394721,1
3271,8069,394724,1
3271,8069,394725,1
3271,8069,394726,2
3271,8146,394677,1
3271,8181,394720,1
3271,8181,394721,1
3271,8181,394724,1
3271,8181,394725,1
3271,8181,394728,2
3271,8222,394729,1
3271,8257,394703,1
3271,8262,394729,1
3271,8304,394790,1
3271,8308,394747,1
3271,8310,394747,1
3271,8321,394722,1
3271,8339,394748,1
3271,8353,394727,1
3271,8354,394694,1
3271,8354,394720,1
3271,8354,394724,1
3271,8354,394726,2
3271,8354,394727,1
3271,8354,394728,1
3271,8354,394729,1
3271,8384,394698,1
3271,8448,394679,1
3271,8487,394720,1
3271,8498,394693,1
3271,8502,394677,1
3271,8506,394680,1
3271,8537,394684,1
3271,8731,394796,1
3271,8736,394722,1
3271,8742,394739,1
3271,8743,394739,1
3271,8748,394719,1
3271,8760,394697,1
3271,8790,394750,1
3271,8801,394680,1
3271,8814,394722,1
3271,8818,394732,1
3271,8824,394727,1
3271,8826,394728,1
3271,8842,394724,1
3271,8842,394727,1
3271,8954,394728,1
3271,8962,394741,1
3271,8970,394723,1
3271,8975,394766,1
3271,8979,394739,1
3271,8994,394677,1
3271,9005,394728,1
3271,9009,394721,1
3271,9009,394743,1
3271,9032,394762,1
3271,9046,394739,1
3271,9046,394790,1
3271,9055,394699,1
3271,9055,394729,1
3271,9055,394751,1
3271,9086,394708,1
3271,9112,394731,1
3271,9134,394799,1
3271,9166,394761,1
3271,9231,394770,1
3271,9273,394728,1
3271,9309,394727,1
3271,9309,394728,1
3271,9362,394728,1
3271,9407,394698,1
3271,9411,394728,1
3271,9516,394754,1
3271,9533,394676,1
3271,9533,394725,1
3271,9637,394755,1
3271,9641,394680,1
3271,9666,394797,1
3271,9677,394785,1
3271,9709,394724,1
3271,9718,394681,1
3271,9721,394724,1
3271,9734,394720,1
3271,9738,394725,1
3271,9739,394725,1
3271,9739,394726,1
3271,9789,394756,1
3271,9805,394752,1
3271,9861,394785,1
3271,9868,394718,1
3271,9934,394682,1
3271,9941,394790,1
3271,9968,394724,1
3271,9976,394702,1
3271,9976,394766,1
3271,9997,394748,1
3271,10038,394719,1
3271,10044,394682,1
3271,10044,394722,1
3271,10049,394720,1
3271,10052,394703,1
3271,10058,394744,1
3271,10061,394724,1
3271,10063,394729,1
3271,10066,394741,1
3271,10103,394743,1
3271,10137,394701,1
3271,10137,394770,1
3271,10148,394790,1
3271,10210,394687,1
3271,10212,394790,1
3271,10213,394674,1
3271,10220,394675,3
3271,10225,394751,1
3271,10229,394776,1
3271,10248,394674,1
3271,10248,394675,1
3271,10248,394694,1
3271,10248,394722,1
3271,10262,394674,1
3271,10373,394721,1
3271,10431,394751,1
3271,10443,394680,1
3271,10455,394797,1
3271,10511,394688,1
3271,10516,394723,1
3271,10573,394729,1
3271,10579,394790,1
3271,10696,394790,1
3271,10704,394795,1
3271,10735,394722,1
3271,10751,394697,1
3271,10804,394797,1
3271,10814,394740,1
3271,10858,394703,1
3271,10859,394790,1
3271,10866,394724,1
3271,10906,394675,1
3271,10906,394680,1
3271,10909,394675,1
3271,10952,394694,1
3271,10983,394785,1
3271,10998,394795,1
3271,11044,394793,1
3271,11061,394684,1
3271,11061,394694,1
3271,11090,394677,1
3271,11156,394754,1
3271,11194,394724,1
3271,11194,394729,1
3271,11194,394740,1
3271,11194,394744,1
3271,11194,394793,1
3271,11241,394694,1
3271,11294,394698,1
3271,11300,394720,1
3271,11329,394694,1
3271,11359,394724,1
3271,11401,394766,1
3271,11418,394695,1
3271,11424,394776,1
3271,11426,394790,1
3271,11436,394766,1
3271,11445,394769,1
3271,11448,394740,1
3271,11452,394790,1
3271,11454,394740,1
3271,11461,394770,1
3271,11464,394720,1
3271,11546,394729,1
3271,11556,394675,1
3271,11556,394680,1
3271,11556,394722,1
3271,11556,394724,1
3271,11556,394727,1
3271,11556,394790,1
3271,11571,394699,1
3271,11571,394729,1
3271,11612,394720,1
3271,11615,394754,1
3271,11616,394729,1
3271,11625,394739,1
3271,11668,394694,1
3271,11668,394727,1
3271,11671,394694,1
3271,11700,394727,1
3271,11708,394720,1
3271,11726,394674,1
3271,11726,394702,1
3271,11728,394674,1
3271,11728,394702,1
3271,11744,394695,1
3271,11747,394762,1
3271,11747,394765,1
3271,11760,394766,1
3271,11775,394787,1
3271,11787,394755,1
3271,11838,394744,1
3271,11854,394753,1
3271,11854,394765,1
3271,11855,394695,1
3271,11892,394677,1
3271,11944,394728,1
3271,11956,394729,1
3271,11961,394718,1
3271,11961,394729,1
3271,11970,394754,1
3271,11970,394776,1
3271,11997,394729,1
3271,12023,394716,1
3271,12023,394717,1
3271,12023,394729,1
3271,12025,394675,1
3271,12031,394721,1
3271,12057,394729,1
3271,12068,394724,1
3271,12100,394719,1
3271,12119,394729,1
3271,12119,394785,1
3271,12142,394682,1
3271,12143,394726,1
3271,12150,394790,1
3271,12189,394677,1
3271,12189,394727,1
3271,12194,394674,1
3271,12194,394725,1
3271,12197,394695,1
3271,12201,394790,1
3271,12247,394680,1
3271,12281,394677,1
3271,12325,394732,1
3271,12366,394722,1
3271,12366,394725,1
3271,12394,394725,1
3271,12398,394725,1
3271,12421,394677,1
3271,12427,394677,1
3271,12427,394780,1
3271,12431,394677,1
3271,12439,394681,1
3271,12449,394674,1
3271,12459,394743,1
3271,12491,394728,1
3271,12555,394680,1
3271,12561,394729,1
3271,12584,394728,1
3271,12587,394715,1
3271,12594,394797,1
3271,12609,394675,1
3271,12669,394720,1
3271,12669,394725,1
3271,12669,394739,1
3271,12672,394720,1
3271,12673,394720,1
3271,12677,394701,1
3271,12682,394677,1
3271,12686,394769,1
3271,12702,394699,1
3271,12702,394718,1
3271,12711,394674,1
3271,12711,394718,1
3271,12717,394675,1
3271,12717,394727,1
3271,12717,394729,1
3271,12717,394771,1
3271,12723,394687,1
3271,12723,394699,1
3271,12723,394771,1
3271,12737,394677,1
3271,12737,394726,1
3271,12738,394719,1
3271,12739,394724,1
3271,12740,394718,1
3271,12740,394721,1
3271,12740,394724,1
3271,12740,394725,1
3271,12740,394728,1
3271,12744,394743,1
3271,12747,394724,2
3271,12751,394724,1
3271,12758,394716,1
3271,12758,394717,1
3271,12758,394718,1
3271,12760,394785,1
3271,12761,394785,1
3271,12787,394680,1
3271,12839,394769,1
3271,12847,394766,1
3271,12907,394765,1
3271,12944,394698,1
3271,12953,394683,1
3271,12957,394675,1
3271,12969,394770,1
3271,12970,394715,1
3271,12995,394765,1
3271,12998,394722,1
3271,13042,394766,1
3271,13077,394729,1
3271,13114,394743,1
3271,13123,394787,1
3271,13133,394743,1
3271,13159,394724,1
3271,13171,394745,1
3271,13171,394753,1
3271,13171,394762,1
3271,13171,394765,1
3271,13171,394789,1
3271,13178,394729,1
3271,13182,394725,1
3271,13182,394727,1
3271,13182,394732,1
3271,13193,394701,1
3271,13193,394727,1
3271,13206,394679,1
3271,13213,394677,1
3271,13235,394695,1
3271,13283,394723,1
3271,13372,394727,1
3271,13388,394727,1
3271,13423,394744,1
3271,13424,394679,1
3271,13424,394703,1
3271,13424,394725,1
3271,13424,394727,1
3271,13427,394699,1
3271,13427,394724,1
3271,13427,394729,1
3271,13427,394744,1
3271,13428,394724,1
3271,13428,394729,1
3271,13428,394744,1
3271,13435,394698,1
3271,13445,394675,1
3271,13482,394727,1
3271,13495,394790,1
3271,13554,394726,1
3271,13636,394699,1
3271,13638,394724,1
3271,13641,394673,1
3271,13641,394674,1
3271,13641,394675,1
3271,13641,394693,1
3271,13662,394675,1
3271,13662,394677,1
3271,13662,394718,2
3271,13662,394721,1
3271,13662,394722,1
3271,13662,394724,1
3271,13662,394752,1
3271,13854,394680,1
3271,13994,394720,1
3271,14003,394684,1
3271,14035,394681,1
3271,14060,394725,1
3271,14101,394729,1
3271,14185,394677,1
3271,14185,394719,1
3271,14190,394682,1
3271,14190,394687,1
3271,14190,394723,1
3271,14190,394790,1
3271,14193,394771,1
3271,14197,394718,2
3271,14197,394721,1
3271,14197,394722,1
3271,14197,394723,1
3271,14197,394724,2
3271,14197,394725,2
3271,14197,394726,1
3271,14197,394730,1
3271,14197,394744,1
3271,14197,394770,1
3271,14207,394726,1
3271,14217,394694,1
3271,14272,394797,1
3271,14300,394727,1
3271,14300,394745,1
3271,14300,394753,1
