user,hashtag,hour,weight
2846595478,1000,424261,1
2846595478,1001,424261,1
2917613580,1000,424261,1
2917613580,1002,424261,1
946054253461852160,1003,424261,1
946054253461852160,1000,424261,1
902735000445095938,1000,424261,1
311037764,1000,424261,1
277019564,1000,424261,1
957644286350315521,1000,424261,1
957644286350315521,1004,424261,1
1672941752,1000,424261,1
4057128733,1000,424261,1
2485857084,1000,424261,1
2485857084,1005,424261,1
751548692310745093,1000,424261,1
310129970,1000,424261,1
3662137997,1000,424261,1
3662137997,1006,424261,1
3662137997,1007,424261,1
2181170941,1000,424261,1
2179927857,1008,424261,1
2179927857,1000,424261,1
368684229,1000,424261,1
468156334,1000,424261,1
731541114449235969,1009,424261,1
3021031221,1008,424261,1
3021031221,1000,424261,1
117007547,1000,424261,1
117007547,1010,424261,1
2465062267,1011,424261,1
2465062267,1000,424261,1
2465062267,1012,424261,1
2423051170,1008,424261,1
2423051170,1000,424261,1
15081867,1000,424261,1
173510700,1008,424261,1
173510700,1000,424261,1
448214562,1013,424261,1
448214562,1009,424261,1
27414664,1000,424261,1
440610547,1000,424261,1
440610547,1014,424261,1
829715415513366528,1006,424261,1
829715415513366528,1000,424261,1
829715415513366528,1007,424261,1
707300223111065600,1000,424261,1
707300223111065600,1015,424261,1
707300223111065600,1016,424261,1
707300223111065600,1017,424261,1
947417511443738624,1000,424261,1
947417511443738624,1006,424261,1
947417511443738624,1007,424261,1
2465097264,1011,424261,1
2465097264,1000,424261,1
2465097264,1012,424261,1
2269512156,1008,424261,1
2269512156,1000,424261,1
706392896,1018,424261,1
706392896,1000,424261,1
706392896,1001,424261,1
80941489,1008,424261,1
80941489,1000,424261,1
1000055636535730177,1000,424261,1
722846492952633344,1000,424261,1
707778529518178304,1008,424261,1
707778529518178304,1000,424261,1
940491053924343808,1019,424261,1
940491053924343808,1020,424261,1
940491053924343808,1021,424261,1
940491053924343808,1022,424261,1
940491053924343808,1023,424261,1
940491053924343808,1009,424261,1
940491053924343808,1000,424261,1
940491053924343808,1024,424261,1
940491053924343808,1025,424261,1
940491053924343808,1026,424261,1
940491053924343808,1027,424261,1
940491053924343808,1001,424261,1
940491053924343808,1028,424261,1
889807304341700608,1000,424261,1
783931151798964225,1000,424261,1
783931151798964225,1029,424261,1
163496759,1000,424261,1
308918274,1000,424261,1
944438800322670592,1030,424261,1
944438800322670592,1031,424261,1
944438800322670592,1032,424261,1
944438800322670592,1000,424261,1
944438800322670592,1033,424261,1
311475717,1000,424261,1
2415642071,1034,424261,1
2415642071,1000,424261,1
358550414,1000,424261,1
703924030,1000,424261,1
84865450,1035,424261,1
1132367395,1000,424261,1
2569693166,1000,424261,1
403901521,1000,424261,1
403901521,1036,424261,1
118286530,1000,424261,1
226020906,1000,424261,1
226020906,1006,424261,1
226020906,1007,424261,1
975113717103972353,1037,424261,1
975113717103972353,1038,424261,1
757014962896310273,1000,424261,1
757014962896310273,1007,424261,1
3437844309,1000,424266,1
2870947300,1000,424266,1
2465229618,1000,424266,2
15687338,1000,424266,3
896768574072684545,1039,424266,1
896768574072684545,1040,424266,1
896768574072684545,1000,424266,1
163813505,1000,424266,1
163813505,1041,424266,1
163813505,1007,424266,1
308110367,1000,424266,4
3149368679,1000,424266,1
2165211299,1000,424266,1
1626826866,1000,424266,1
706636917073448960,1000,424266,1
706636917073448960,1014,424266,1
2301207336,1000,424266,1
1587238262,1042,424266,1
1587238262,1000,424266,1
1587238262,1018,424266,1
420513405,1000,424266,1
420513405,1003,424266,1
1362478243,1042,424266,1
1362478243,1000,424266,2
1719154663,1000,424266,1
1719154663,1001,424266,1
1719154663,1043,424266,1
2227365173,1000,424266,2
1056409748,1044,424266,2
1056409748,1000,424266,2
25331226,1000,424266,1
508621334,1007,424266,1
508621334,1045,424266,1
508621334,1000,424266,1
716826770,1000,424266,1
434866769,1000,424266,2
815456280986779648,1046,424266,1
815456280986779648,1000,424266,1
534635892,1000,424266,1
2517359082,1000,424266,1
2517359082,1007,424266,1
808705703846277120,1000,424266,1
2953512286,1000,424266,2
149821638,1000,424266,10
747295969822183425,1000,424266,1
341853117,1000,424266,1
434483219,1000,424266,1
933849474518147072,1000,424266,2
372349075,1000,424266,1
4883090877,1000,424266,2
956488471622897664,1000,424266,1
138945576,1000,424266,1
4839019815,1000,424266,1
732154071692496897,1000,424266,1
380325324,1005,424266,1
380325324,1000,424266,2
700505891,1000,424266,5
700505891,1009,424266,5
700505891,1026,424266,5
226206298,1000,424266,2
2935449693,1000,424266,4
143981729,1000,424266,2
143981729,1047,424266,1
143981729,1048,424266,2
3139912757,1000,424266,1
3139912757,1001,424266,1
3139912757,1027,424266,1
1443981726,1049,424266,1
1443981726,1000,424266,1
1443981726,1050,424266,2
358389525,1000,424266,1
481484010,1000,424266,1
2700955021,1000,424266,1
2700955021,1007,424266,1
2700955021,1042,424266,1
2493356851,1000,424266,1
2493356851,1026,424266,1
893855005,1022,424266,1
893855005,1000,424266,1
1375486962,1026,424266,1
1375486962,1000,424266,1
185423785,1000,424266,1
306338539,1000,424266,1
306338539,1007,424266,1
306338539,1042,424266,1
102738483,1000,424266,1
207475925,1000,424266,1
207475925,1051,424266,1
3158666690,1000,424266,1
2319898787,1000,424266,1
249734566,1000,424266,1
811485179227279360,1000,424266,5
883289966029221890,1000,424266,1
219941231,1000,424266,1
822119769058971651,1000,424266,1
125148184,1000,424266,1
951218024,1000,424266,1
576585932,1008,424266,1
576585932,1000,424266,1
2784697011,1000,424266,1
531927794,1000,424266,1
3150917203,1000,424266,1
607819672,1000,424266,1
607819672,1042,424266,1
607819672,1018,424266,1
973693713326075909,1007,424266,1
973693713326075909,1006,424266,1
973693713326075909,1000,424266,1
201776403,1000,424266,1
201776403,1052,424266,1
201776403,1053,424266,1
1693924873,1000,424266,1
1658294635,1000,424266,2
929416152496959488,1000,424266,1
129158098,1008,424266,1
129158098,1000,424266,10
774943892,1000,424266,1
128446035,1000,424266,6
49259309,1000,424266,1
49259309,1007,424266,1
240371215,1054,424266,1
40131441,1000,424266,2
983797619842535425,1042,424266,2
983797619842535425,1055,424266,1
983797619842535425,1000,424266,2
983797619842535425,1001,424266,1
983797619842535425,1018,424266,2
983797619842535425,1056,424266,1
983797619842535425,1041,424266,1
983797619842535425,1057,424266,1
2473652936,1058,424266,1
2473652936,1006,424266,1
2473652936,1007,424266,1
2473652936,1000,424266,1
752552152204206080,1005,424266,1
752552152204206080,1000,424266,1
724904635,1000,424266,2
265633023,1000,424266,2
133413427,1000,424266,1
3705733341,1000,424266,1
277846906,1041,424266,1
277846906,1042,424266,1
277846906,1000,424266,1
2868966730,1000,424266,3
863803687164051456,1000,424266,1
185322962,1000,424266,2
4163353939,1000,424266,1
312368715,1000,424266,1
80941489,1000,424266,1
2196449750,1000,424266,2
109549264,1000,424266,2
272346443,1000,424266,1
28293956,1001,424266,1
28293956,1000,424266,1
28293956,1018,424266,1
149452393,1000,424266,1
149452393,1053,424266,1
345377539,1000,424266,1
339849918,1000,424266,4
216960815,1000,424266,1
923220553892286464,1000,424266,1
98677620,1059,424266,1
284861949,1000,424266,1
2396506445,1000,424266,1
2167207585,1056,424266,1
2167207585,1000,424266,2
2998657352,1044,424266,1
1107032198,1008,424266,1
1107032198,1000,424266,1
168214880,1000,424266,1
2591998641,1000,424266,1
835983950,1000,424266,2
396677687,1000,424266,1
708414768105783296,1000,424266,1
