hour,raw,rolling_mean_3,rolling_median_3,savgol_5_2
429662,0.3626,0.44799999999999995,0.4614,0.3743428571428568
429663,0.3364,0.40633333333333327,0.3626,0.43148285714285683
429664,0.6516,0.4502,0.3626,0.5104371428571426
429665,0.4091,0.4657,0.4091,0.48883142857142825
429666,0.3567,0.47246666666666676,0.4091,0.3319542857142855
429667,0.312,0.3592666666666667,0.3567,0.3365485714285712
429668,0.3813,0.35000000000000003,0.3567,0.3572142857142855
429669,0.3845,0.3592666666666666,0.3813,0.4136171428571426
429670,0.4225,0.39609999999999995,0.3845,0.375508571428571
429671,0.2565,0.3545,0.3845,0.27514285714285686
